DATA Act Element,SF-133 Line Number,SF-133 Sub-Line Number,USSGL Acct. (via USSGL Crosswalk File),USSGL Account Title,Begin/End,Debit/ Credit,Reimb Flag,Apport Cat,Auth Type Code,Avail Time,BEA Cat,Borrow Source,Fed/NonFed,Year of BA,PY Adj,Reduction Type,TAS Status,Trans. Code,Fund Type,Financing Account Code,Debit,Credit,Addl. Info.
52 - Amount of Budget Authority Appropriated,1900,1230,439300,Permanent Reduction - Prior-Year Balances,E,D/C,,,D/P/S,,M,,,,X,SEQ,U,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1520,439300,Permanent Reduction - Prior-Year Balances,E,D/C,,,C,,D,,,,X,OTR,U,X/K/N,EG/EP/ER/ET,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1620,439300,Permanent Reduction - Prior-Year Balances,E,D/C,,,C,,M,,,,X,OTR,U,X/K/N,EG/EP/ER/ET,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1101,439400,Receipts Unavailable for Obligation Upon Collection,B,D/C,,,,,D,,,,X,,U,X/K/N,ES/ET,N,-,#ERROR!,1
52 - Amount of Budget Authority Appropriated,1900,1201,439400,Receipts Unavailable for Obligation Upon Collection,B,D/C,,,,,M,,,,X,,U,X/K/N,ES/ET,N,-,#ERROR!,1
52 - Amount of Budget Authority Appropriated,1900,1101,439400,Receipts Unavailable for Obligation Upon Collection,E,D/C,,,,,D,,,,X,,U,X/K/N,ES/ET,N,#ERROR!,-,1
52 - Amount of Budget Authority Appropriated,1900,1201,439400,Receipts Unavailable for Obligation Upon Collection,E,D/C,,,,,M,,,,X,,U,X/K/N,ES/ET,N,#ERROR!,-,1
52 - Amount of Budget Authority Appropriated,1900,1134,439500,Authority Unavailable for Obligation Pursuant to Public Law - Temporary,E,D/C,,,D/P/R,,D,,,,X,,U,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,2
52 - Amount of Budget Authority Appropriated,1900,1234,439500,Authority Unavailable for Obligation Pursuant to Public Law - Temporary,E,D/C,,,D/P/R,,M,,,,X,,U,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,#ERROR!,-,2
52 - Amount of Budget Authority Appropriated,1900,1522,439500,Authority Unavailable for Obligation Pursuant to Public Law - Temporary,E,D/C,,,C,,D,,,,X,,U,X/K/N,EG/EP/ER/ET,N,#ERROR!,-,2
52 - Amount of Budget Authority Appropriated,1900,1622,439500,Authority Unavailable for Obligation Pursuant to Public Law - Temporary,E,D/C,,,C,,M,,,,X,,U,X/K/N,EG/EP/ER/ET,N,#ERROR!,-,2
52 - Amount of Budget Authority Appropriated,1900,1725,439500,Authority Unavailable for Obligation Pursuant to Public Law - Temporary,E,D/C,,,S,,D,,,,X,,U,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,2
52 - Amount of Budget Authority Appropriated,1900,1824,439500,Authority Unavailable for Obligation Pursuant to Public Law - Temporary,E,D/C,,,S,,M,,,,X,,U,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,#ERROR!,-,2
52 - Amount of Budget Authority Appropriated,1900,1134,439700,Receipts and Appropriations Temporarily Precluded From Obligation,B,D/C,,,P,,D,,,,X,,U,X/K/N,ES/ET,N,-,#ERROR!,1
52 - Amount of Budget Authority Appropriated,1900,1234,439700,Receipts and Appropriations Temporarily Precluded From Obligation,B,D/C,,,P,,M,,,,X,,U,X/K/N,ES/ET,N,-,#ERROR!,1
52 - Amount of Budget Authority Appropriated,1900,1522,439700,Receipts and Appropriations Temporarily Precluded From Obligation,B,D/C,,,C,,D,,,,X,,U,X/K/N,ET,N,-,#ERROR!,1
52 - Amount of Budget Authority Appropriated,1900,1622,439700,Receipts and Appropriations Temporarily Precluded From Obligation,B,D/C,,,C,,M,,,,X,,U,X/K/N,ET,N,-,#ERROR!,1
52 - Amount of Budget Authority Appropriated,1900,1134,439700,Receipts and Appropriations Temporarily Precluded From Obligation,E,D/C,,,P,,D,,,,X,,U,X/K/N,ES/ET,N,#ERROR!,-,1
52 - Amount of Budget Authority Appropriated,1900,1234,439700,Receipts and Appropriations Temporarily Precluded From Obligation,E,D/C,,,P,,M,,,,X,,U,X/K/N,ES/ET,N,#ERROR!,-,1
52 - Amount of Budget Authority Appropriated,1900,1522,439700,Receipts and Appropriations Temporarily Precluded From Obligation,E,D/C,,,C,,D,,,,X,,U,X/K/N,ET,N,#ERROR!,-,1
52 - Amount of Budget Authority Appropriated,1900,1622,439700,Receipts and Appropriations Temporarily Precluded From Obligation,E,D/C,,,C,,M,,,,X,,U,X/K/N,ET,N,#ERROR!,-,1
52 - Amount of Budget Authority Appropriated,1900,1725,439800,Offsetting Collections Temporarily Precluded From Obligation,B,D/C,,,S,,D,,,,X,,U,X/K/N,EG/EP/ER,N,-,#ERROR!,1
52 - Amount of Budget Authority Appropriated,1900,1725,439800,Offsetting Collections Temporarily Precluded From Obligation,B,D/C,,,S,,D,,,,X,,E,K/N,EG,N,-,#ERROR!,1
52 - Amount of Budget Authority Appropriated,1900,1824,439800,Offsetting Collections Temporarily Precluded From Obligation,B,D/C,,,S,,M,,,,X,,U,X/K/N,EG/EP/ER,N,-,#ERROR!,1
52 - Amount of Budget Authority Appropriated,1900,1725,439800,Offsetting Collections Temporarily Precluded From Obligation,E,D/C,,,S,,D,,,,X,,U,X/K/N,EG/EP/ER,N,#ERROR!,-,1
52 - Amount of Budget Authority Appropriated,1900,1725,439800,Offsetting Collections Temporarily Precluded From Obligation,E,D/C,,,S,,D,,,,X,,E,K/N,EG,N,#ERROR!,-,1
52 - Amount of Budget Authority Appropriated,1900,1824,439800,Offsetting Collections Temporarily Precluded From Obligation,E,D/C,,,S,,M,,,,X,,U,X/K/N,EG/EP/ER,N,#ERROR!,-,1
52 - Amount of Budget Authority Appropriated,1900,1700,487200,"Downward Adjustments of Prior-Year Prepaid/Advanced Undelivered Orders - Obligations, Refunds Collected",E,D/C,,,,,D,,F/N,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1800,487200,"Downward Adjustments of Prior-Year Prepaid/Advanced Undelivered Orders - Obligations, Refunds Collected",E,D/C,,,,,M,,F/N,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1700,497200,"Downward Adjustments of Prior-Year Paid Delivered Orders - Obligations, Refunds Collected",E,D/C,,,,,D,,E/F/N,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1800,497200,"Downward Adjustments of Prior-Year Paid Delivered Orders - Obligations, Refunds Collected",E,D/C,,,,,M,,E/F/N,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,#ERROR!,-,
53 - Obligated Amount,2190,2001,480100,"Undelivered Orders - Obligations, Unpaid",B,D/C,D,A,,,,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,#ERROR!,-,1
53 - Obligated Amount,2190,2002,480100,"Undelivered Orders - Obligations, Unpaid",B,D/C,D,B,,,,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,#ERROR!,-,1/4/15
53 - Obligated Amount,2190,2003,480100,"Undelivered Orders - Obligations, Unpaid",B,D/C,D,E,,,,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,#ERROR!,-,1
53 - Obligated Amount,2190,2101,480100,"Undelivered Orders - Obligations, Unpaid",B,D/C,R,A,,,,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,#ERROR!,-,1
53 - Obligated Amount,2190,2102,480100,"Undelivered Orders - Obligations, Unpaid",B,D/C,R,B,,,,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,#ERROR!,-,1/4/15
53 - Obligated Amount,2190,2103,480100,"Undelivered Orders - Obligations, Unpaid",B,D/C,R,E,,,,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,#ERROR!,-,1
53 - Obligated Amount,2190,2001,480100,"Undelivered Orders - Obligations, Unpaid",E,D/C,D,A,,,,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,1
53 - Obligated Amount,2190,2002,480100,"Undelivered Orders - Obligations, Unpaid",E,D/C,D,B,,,,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,1/4/15
53 - Obligated Amount,2190,2003,480100,"Undelivered Orders - Obligations, Unpaid",E,D/C,D,E,,,,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,1
53 - Obligated Amount,2190,2101,480100,"Undelivered Orders - Obligations, Unpaid",E,D/C,R,A,,,,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,1
53 - Obligated Amount,2190,2102,480100,"Undelivered Orders - Obligations, Unpaid",E,D/C,R,B,,,,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,1/4/15
53 - Obligated Amount,2190,2103,480100,"Undelivered Orders - Obligations, Unpaid",E,D/C,R,E,,,,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,1
53 - Obligated Amount,2190,2001,480200,"Undelivered Orders - Obligations, Prepaid/Advanced",B,D/C,D,A,,,D/M,,,BAL/NEW,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,1
53 - Obligated Amount,2190,2001,480200,"Undelivered Orders - Obligations, Prepaid/Advanced",B,D/C,D,A,,,M,,,,X,,U,X/K/N,EP/ER,D/G,#ERROR!,-,1
53 - Obligated Amount,2190,2002,480200,"Undelivered Orders - Obligations, Prepaid/Advanced",B,D/C,D,B,,,D/M,,,BAL/NEW,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,1/4/15
53 - Obligated Amount,2190,2002,480200,"Undelivered Orders - Obligations, Prepaid/Advanced",B,D/C,D,B,,,M,,,,X,,U,X/K/N,EP/ER,D/G,#ERROR!,-,1/4/15
53 - Obligated Amount,2190,2003,480200,"Undelivered Orders - Obligations, Prepaid/Advanced",B,D/C,D,E,,,D/M,,,BAL/NEW,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,1
53 - Obligated Amount,2190,2003,480200,"Undelivered Orders - Obligations, Prepaid/Advanced",B,D/C,D,E,,,M,,,,X,,U,X/K/N,EP/ER,D/G,#ERROR!,-,1
53 - Obligated Amount,2190,2101,480200,"Undelivered Orders - Obligations, Prepaid/Advanced",B,D/C,R,A,,,D/M,,,BAL/NEW,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,1
53 - Obligated Amount,2190,2101,480200,"Undelivered Orders - Obligations, Prepaid/Advanced",B,D/C,R,A,,,M,,,,X,,U,X/K/N,EP/ER,D/G,#ERROR!,-,1
53 - Obligated Amount,2190,2102,480200,"Undelivered Orders - Obligations, Prepaid/Advanced",B,D/C,R,B,,,D/M,,,BAL/NEW,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,1/4/15
53 - Obligated Amount,2190,2102,480200,"Undelivered Orders - Obligations, Prepaid/Advanced",B,D/C,R,B,,,M,,,,X,,U,X/K/N,EP/ER,D/G,#ERROR!,-,1/4/15
53 - Obligated Amount,2190,2103,480200,"Undelivered Orders - Obligations, Prepaid/Advanced",B,D/C,R,E,,,D/M,,,BAL/NEW,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,1
53 - Obligated Amount,2190,2103,480200,"Undelivered Orders - Obligations, Prepaid/Advanced",B,D/C,R,E,,,M,,,,X,,U,X/K/N,EP/ER,D/G,#ERROR!,-,1
53 - Obligated Amount,2190,2001,480200,"Undelivered Orders - Obligations, Prepaid/Advanced",E,D/C,D,A,,,D/M,,,BAL/NEW,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,1
53 - Obligated Amount,2190,2001,480200,"Undelivered Orders - Obligations, Prepaid/Advanced",E,D/C,D,A,,,M,,,,X,,U,X/K/N,EP/ER,D/G,-,#ERROR!,1
53 - Obligated Amount,2190,2002,480200,"Undelivered Orders - Obligations, Prepaid/Advanced",E,D/C,D,B,,,D/M,,,BAL/NEW,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,1/4/15
53 - Obligated Amount,2190,2002,480200,"Undelivered Orders - Obligations, Prepaid/Advanced",E,D/C,D,B,,,M,,,,X,,U,X/K/N,EP/ER,D/G,-,#ERROR!,1/4/15
53 - Obligated Amount,2190,2003,480200,"Undelivered Orders - Obligations, Prepaid/Advanced",E,D/C,D,E,,,D/M,,,BAL/NEW,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,1
53 - Obligated Amount,2190,2003,480200,"Undelivered Orders - Obligations, Prepaid/Advanced",E,D/C,D,E,,,M,,,,X,,U,X/K/N,EP/ER,D/G,-,#ERROR!,1
53 - Obligated Amount,2190,2101,480200,"Undelivered Orders - Obligations, Prepaid/Advanced",E,D/C,R,A,,,D/M,,,BAL/NEW,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,1
53 - Obligated Amount,2190,2101,480200,"Undelivered Orders - Obligations, Prepaid/Advanced",E,D/C,R,A,,,M,,,,X,,U,X/K/N,EP/ER,D/G,-,#ERROR!,1
53 - Obligated Amount,2190,2102,480200,"Undelivered Orders - Obligations, Prepaid/Advanced",E,D/C,R,B,,,D/M,,,BAL/NEW,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,1/4/15
53 - Obligated Amount,2190,2102,480200,"Undelivered Orders - Obligations, Prepaid/Advanced",E,D/C,R,B,,,M,,,,X,,U,X/K/N,EP/ER,D/G,-,#ERROR!,1/4/15
53 - Obligated Amount,2190,2103,480200,"Undelivered Orders - Obligations, Prepaid/Advanced",E,D/C,R,E,,,D/M,,,BAL/NEW,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,1
53 - Obligated Amount,2190,2103,480200,"Undelivered Orders - Obligations, Prepaid/Advanced",E,D/C,R,E,,,M,,,,X,,U,X/K/N,EP/ER,D/G,-,#ERROR!,1
53 - Obligated Amount,2190,2001,488100,"Upward Adjustments of Prior-Year Undelivered Orders - Obligations, Unpaid",E,D/C,D,A,,,,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
53 - Obligated Amount,2190,2002,488100,"Upward Adjustments of Prior-Year Undelivered Orders - Obligations, Unpaid",E,D/C,D,B,,,,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,4
53 - Obligated Amount,2190,2003,488100,"Upward Adjustments of Prior-Year Undelivered Orders - Obligations, Unpaid",E,D/C,D,E,,,,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
53 - Obligated Amount,2190,2101,488100,"Upward Adjustments of Prior-Year Undelivered Orders - Obligations, Unpaid",E,D/C,R,A,,,,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
53 - Obligated Amount,2190,2102,488100,"Upward Adjustments of Prior-Year Undelivered Orders - Obligations, Unpaid",E,D/C,R,B,,,,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,4
53 - Obligated Amount,2190,2103,488100,"Upward Adjustments of Prior-Year Undelivered Orders - Obligations, Unpaid",E,D/C,R,E,,,,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
53 - Obligated Amount,2190,2001,488200,"Upward Adjustments of Prior-Year Undelivered Orders - Obligations, Prepaid/Advanced",E,D/C,D,A,,,D/M,,,BAL,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,
53 - Obligated Amount,2190,2001,488200,"Upward Adjustments of Prior-Year Undelivered Orders - Obligations, Prepaid/Advanced",E,D/C,D,A,,,M,,,,X,,U,X/K/N,EP/ER,D/G,-,#ERROR!,
53 - Obligated Amount,2190,2002,488200,"Upward Adjustments of Prior-Year Undelivered Orders - Obligations, Prepaid/Advanced",E,D/C,D,B,,,D/M,,,BAL,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,4
53 - Obligated Amount,2190,2002,488200,"Upward Adjustments of Prior-Year Undelivered Orders - Obligations, Prepaid/Advanced",E,D/C,D,B,,,M,,,,X,,U,X/K/N,EP/ER,D/G,-,#ERROR!,4
53 - Obligated Amount,2190,2003,488200,"Upward Adjustments of Prior-Year Undelivered Orders - Obligations, Prepaid/Advanced",E,D/C,D,E,,,D/M,,,BAL,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,
53 - Obligated Amount,2190,2003,488200,"Upward Adjustments of Prior-Year Undelivered Orders - Obligations, Prepaid/Advanced",E,D/C,D,E,,,M,,,,X,,U,X/K/N,EP/ER,D/G,-,#ERROR!,
53 - Obligated Amount,2190,2101,488200,"Upward Adjustments of Prior-Year Undelivered Orders - Obligations, Prepaid/Advanced",E,D/C,R,A,,,D/M,,,BAL,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,
53 - Obligated Amount,2190,2101,488200,"Upward Adjustments of Prior-Year Undelivered Orders - Obligations, Prepaid/Advanced",E,D/C,R,A,,,M,,,,X,,U,X/K/N,EP/ER,D/G,-,#ERROR!,
53 - Obligated Amount,2190,2102,488200,"Upward Adjustments of Prior-Year Undelivered Orders - Obligations, Prepaid/Advanced",E,D/C,R,B,,,D/M,,,BAL,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,4
53 - Obligated Amount,2190,2102,488200,"Upward Adjustments of Prior-Year Undelivered Orders - Obligations, Prepaid/Advanced",E,D/C,R,B,,,M,,,,X,,U,X/K/N,EP/ER,D/G,-,#ERROR!,4
53 - Obligated Amount,2190,2103,488200,"Upward Adjustments of Prior-Year Undelivered Orders - Obligations, Prepaid/Advanced",E,D/C,R,E,,,D/M,,,BAL,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,
53 - Obligated Amount,2190,2103,488200,"Upward Adjustments of Prior-Year Undelivered Orders - Obligations, Prepaid/Advanced",E,D/C,R,E,,,M,,,,X,,U,X/K/N,EP/ER,D/G,-,#ERROR!,
53 - Obligated Amount,2190,2001,490100,"Delivered Orders - Obligations, Unpaid",B,D/C,D,A,,,,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,#ERROR!,-,1
53 - Obligated Amount,2190,2002,490100,"Delivered Orders - Obligations, Unpaid",B,D/C,D,B,,,,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,#ERROR!,-,1/4/15
53 - Obligated Amount,2190,2003,490100,"Delivered Orders - Obligations, Unpaid",B,D/C,D,E,,,,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,#ERROR!,-,1
53 - Obligated Amount,2190,2101,490100,"Delivered Orders - Obligations, Unpaid",B,D/C,R,A,,,,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,#ERROR!,-,1
53 - Obligated Amount,2190,2102,490100,"Delivered Orders - Obligations, Unpaid",B,D/C,R,B,,,,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,#ERROR!,-,1/4/15
53 - Obligated Amount,2190,2103,490100,"Delivered Orders - Obligations, Unpaid",B,D/C,R,E,,,,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,#ERROR!,-,1
53 - Obligated Amount,2190,2001,490100,"Delivered Orders - Obligations, Unpaid",E,D/C,D,A,,,,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,1
53 - Obligated Amount,2190,2002,490100,"Delivered Orders - Obligations, Unpaid",E,D/C,D,B,,,,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,1/4/15
53 - Obligated Amount,2190,2003,490100,"Delivered Orders - Obligations, Unpaid",E,D/C,D,E,,,,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,1
53 - Obligated Amount,2190,2101,490100,"Delivered Orders - Obligations, Unpaid",E,D/C,R,A,,,,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,1
53 - Obligated Amount,2190,2102,490100,"Delivered Orders - Obligations, Unpaid",E,D/C,R,B,,,,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,1/4/15
53 - Obligated Amount,2190,2103,490100,"Delivered Orders - Obligations, Unpaid",E,D/C,R,E,,,,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,1
53 - Obligated Amount,2190,2001,490200,"Delivered Orders - Obligations, Paid",E,D/C,D,A,,,D/M,,,BAL/NEW,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,
53 - Obligated Amount,2190,2001,490200,"Delivered Orders - Obligations, Paid",E,D/C,D,A,,,M,,,,X,,U,X/K/N,EP/ER,D/G,-,#ERROR!,
53 - Obligated Amount,2190,2002,490200,"Delivered Orders - Obligations, Paid",E,D/C,D,B,,,D/M,,,BAL/NEW,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,4
53 - Obligated Amount,2190,2002,490200,"Delivered Orders - Obligations, Paid",E,D/C,D,B,,,M,,,,X,,U,X/K/N,EP/ER,D/G,-,#ERROR!,4
53 - Obligated Amount,2190,2003,490200,"Delivered Orders - Obligations, Paid",E,D/C,D,E,,,D/M,,,BAL/NEW,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,
53 - Obligated Amount,2190,2003,490200,"Delivered Orders - Obligations, Paid",E,D/C,D,E,,,M,,,,X,,U,X/K/N,EP/ER,D/G,-,#ERROR!,
53 - Obligated Amount,2190,2101,490200,"Delivered Orders - Obligations, Paid",E,D/C,R,A,,,D/M,,,BAL/NEW,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,
53 - Obligated Amount,2190,2101,490200,"Delivered Orders - Obligations, Paid",E,D/C,R,A,,,M,,,,X,,U,X/K/N,EP/ER,D/G,-,#ERROR!,
53 - Obligated Amount,2190,2102,490200,"Delivered Orders - Obligations, Paid",E,D/C,R,B,,,D/M,,,BAL/NEW,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,4
53 - Obligated Amount,2190,2102,490200,"Delivered Orders - Obligations, Paid",E,D/C,R,B,,,M,,,,X,,U,X/K/N,EP/ER,D/G,-,#ERROR!,4
53 - Obligated Amount,2190,2103,490200,"Delivered Orders - Obligations, Paid",E,D/C,R,E,,,D/M,,,BAL/NEW,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,
53 - Obligated Amount,2190,2103,490200,"Delivered Orders - Obligations, Paid",E,D/C,R,E,,,M,,,,X,,U,X/K/N,EP/ER,D/G,-,#ERROR!,
53 - Obligated Amount,2190,2001,490800,Authority Outlayed Not Yet Disbursed,B,D/C,D,A,,,D/M,,,BAL/NEW,X,,U,X/K/N,EG/ER,N,#ERROR!,-,1
53 - Obligated Amount,2190,2003,490800,Authority Outlayed Not Yet Disbursed,B,D/C,D,E,,,D/M,,,BAL/NEW,X,,U,X/K/N,EG/ER,N,#ERROR!,-,1
53 - Obligated Amount,2190,2101,490800,Authority Outlayed Not Yet Disbursed,B,D/C,R,A,,,D/M,,,BAL/NEW,X,,U,X/K/N,EG/ER,N,#ERROR!,-,1
53 - Obligated Amount,2190,2103,490800,Authority Outlayed Not Yet Disbursed,B,D/C,R,E,,,D/M,,,BAL/NEW,X,,U,X/K/N,EG/ER,N,#ERROR!,-,1
53 - Obligated Amount,2190,2001,490800,Authority Outlayed Not Yet Disbursed,E,D/C,D,A,,,D/M,,,BAL/NEW,X,,U,X/K/N,EG/ER,N,-,#ERROR!,1
53 - Obligated Amount,2190,2003,490800,Authority Outlayed Not Yet Disbursed,E,D/C,D,E,,,D/M,,,BAL/NEW,X,,U,X/K/N,EG/ER,N,-,#ERROR!,1
53 - Obligated Amount,2190,2101,490800,Authority Outlayed Not Yet Disbursed,E,D/C,R,A,,,D/M,,,BAL/NEW,X,,U,X/K/N,EG/ER,N,-,#ERROR!,1
53 - Obligated Amount,2190,2103,490800,Authority Outlayed Not Yet Disbursed,E,D/C,R,E,,,D/M,,,BAL/NEW,X,,U,X/K/N,EG/ER,N,-,#ERROR!,1
53 - Obligated Amount,2190,2001,498100,"Upward Adjustments of Prior-Year Delivered Orders - Obligations, Unpaid",E,D/C,D,A,,,,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
53 - Obligated Amount,2190,2002,498100,"Upward Adjustments of Prior-Year Delivered Orders - Obligations, Unpaid",E,D/C,D,B,,,,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,4
53 - Obligated Amount,2190,2003,498100,"Upward Adjustments of Prior-Year Delivered Orders - Obligations, Unpaid",E,D/C,D,E,,,,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
53 - Obligated Amount,2190,2101,498100,"Upward Adjustments of Prior-Year Delivered Orders - Obligations, Unpaid",E,D/C,R,A,,,,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
53 - Obligated Amount,2190,2102,498100,"Upward Adjustments of Prior-Year Delivered Orders - Obligations, Unpaid",E,D/C,R,B,,,,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,4
53 - Obligated Amount,2190,2103,498100,"Upward Adjustments of Prior-Year Delivered Orders - Obligations, Unpaid",E,D/C,R,E,,,,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
53 - Obligated Amount,2190,2001,498200,"Upward Adjustments of Prior-Year Delivered Orders - Obligations, Paid",E,D/C,D,A,,,D/M,,,BAL,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,
53 - Obligated Amount,2190,2001,498200,"Upward Adjustments of Prior-Year Delivered Orders - Obligations, Paid",E,D/C,D,A,,,M,,,,X,,U,X/K/N,EP/ER,D/G,-,#ERROR!,
